City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Luganville,VU,-15.5333,167.1667,84.49,70,97,4.45,overcast clouds
348,Pevek,RU,69.7008,170.3133,20.05,86,49,4.03,scattered clouds
349,Batagay-Alyta,RU,67.8006,130.4114,12.11,76,17,2.55,few clouds
350,Srikakulam,IN,18.3,83.9,85.48,66,34,11.18,scattered clouds
351,Plettenberg Bay,ZA,-34.0527,23.3716,57.83,74,96,7.96,overcast clouds
352,Oksbol,DK,55.6268,8.2876,42.91,82,40,6.02,scattered clouds
353,Embonas,GR,36.2269,27.8564,51.93,51,100,1.54,overcast clouds
354,Yulara,AU,-25.2406,130.9889,94.84,16,15,14.97,few clouds
355,Estevan,CA,49.1334,-102.9842,17.22,89,100,8.61,overcast clouds
356,Iqaluit,CA,63.7506,-68.5145,-6.48,85,46,6.78,scattered clouds
357,Tura,IN,25.5198,90.2201,77.61,85,98,9.04,overcast clouds
358,Sur,OM,22.5667,59.5289,86.16,44,94,3.49,overcast clouds
359,Bayan,CN,46.0833,127.4,54.1,27,13,18.72,few clouds
360,Susangerd,IR,31.5608,48.1831,71.31,12,0,12.15,clear sky
361,Akdepe,TM,42.0551,59.3788,58.03,54,100,13.87,overcast clouds
362,Alyangula,AU,-13.8483,136.4192,79.9,81,100,16.35,light rain
363,Tooele,US,40.5308,-112.2983,51.82,67,8,5.03,clear sky
364,Elk Point,US,42.6833,-96.6836,39.88,38,52,7.2,broken clouds
365,Zhob,PK,31.3411,69.4481,68.9,19,0,3.13,clear sky
366,Kijang,KR,35.2442,129.2139,55.71,44,93,10.04,overcast clouds
367,Bara,NG,10.3744,10.7288,81.37,56,81,4.23,light rain
368,Ewa Beach,US,21.3156,-158.0072,80.55,57,20,17.27,few clouds
369,Naryan-Mar,RU,67.6713,53.087,8.13,94,34,6.44,scattered clouds
370,Maceio,BR,-9.6658,-35.7353,78.24,83,20,3.44,few clouds
371,Shiraoi,JP,42.55,141.35,54.21,55,28,4.29,scattered clouds
372,Podor,MR,16.6527,-14.9587,73.27,39,6,12.21,clear sky
373,Soyo,AO,-6.1349,12.3689,77.13,89,88,3.04,overcast clouds
374,Gasa,PS,31.5,34.4667,58.3,71,3,8.46,clear sky
375,Singaraja,ID,-8.112,115.0882,86.77,65,63,2.62,broken clouds
376,Krasnoselkup,RU,65.7,82.4667,30.11,98,100,5.86,snow
377,Pitimbu,BR,-7.4706,-34.8086,81.19,83,53,8.84,broken clouds
378,Puerto Baquerizo Moreno,EC,-0.9,-89.6,75.58,88,22,9.19,few clouds
379,Kampot,KH,10.6167,104.1833,87.85,67,99,5.7,overcast clouds
380,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,9.22,overcast clouds
381,Korla,CN,41.7597,86.1469,49.28,10,0,5.08,clear sky
382,Gamba,GA,-2.65,10.0,76.71,89,98,2.42,overcast clouds
383,Hafizabad,PK,32.0679,73.6854,77.49,29,0,4.79,clear sky
384,Bhakkar,PK,31.6253,71.0657,81.48,19,0,4.14,clear sky
385,Yhu,PY,-25.05,-55.9167,52.61,76,0,3.87,clear sky
386,Lorengau,PG,-2.0226,147.2712,84.81,70,43,5.86,scattered clouds
387,Ketchikan,US,55.3422,-131.6461,48.67,25,0,8.05,clear sky
388,Inhambane,MZ,-23.865,35.3833,76.3,93,75,1.61,light rain
389,Bukama,CD,-9.2,25.85,69.93,98,100,1.97,light rain
390,Panukulan,PH,14.9333,121.8144,80.92,75,53,10.58,broken clouds
391,La Ligua,CL,-32.4524,-71.2311,55.76,81,0,2.37,clear sky
392,Dwarka,IN,22.2394,68.9678,80.29,74,0,9.46,clear sky
393,Tombouctou,ML,20.0,-3.0,72.66,16,0,11.86,clear sky
394,Sawara,JP,35.8833,140.5,53.92,76,75,18.41,broken clouds
395,Ipaba,BR,-19.4136,-42.4194,68.86,83,53,1.52,broken clouds
396,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,53.33,81,9,4.54,clear sky
397,Salalah,OM,17.0151,54.0924,77.09,78,0,3.44,clear sky
398,Luba,GQ,3.4568,8.5547,81.16,82,87,4.23,light rain
399,Port Moresby,PG,-9.4431,147.1797,84.81,72,99,7.09,moderate rain
400,Kahului,US,20.8947,-156.47,78.82,70,40,21.85,scattered clouds
401,Billings,US,45.7833,-108.5007,26.37,64,40,9.22,scattered clouds
402,Blantyre,MW,-15.785,35.0085,65.05,89,3,3.74,clear sky
403,Namibe,AO,-15.1961,12.1522,70.66,80,41,5.01,scattered clouds
404,Khuzhir,RU,53.1939,107.3397,37.74,73,100,7.0,overcast clouds
405,Alofi,NU,-19.0595,-169.9187,80.85,73,17,4.63,light rain
406,Ishim,RU,56.1128,69.4902,53.85,66,100,11.36,overcast clouds
407,Chippewa Falls,US,44.9369,-91.3929,31.17,59,100,17.27,overcast clouds
408,Cumberland,US,35.0502,-78.8664,64.9,47,0,12.66,clear sky
409,Tuy Hoa,VN,13.0833,109.3,81.43,80,73,4.47,broken clouds
410,Usinsk,RU,65.9939,57.5281,18.43,89,100,12.3,overcast clouds
411,Korfovskiy,RU,48.2183,135.0564,49.46,50,100,8.9,overcast clouds
412,Carlagan,PH,14.975,122.0456,80.83,77,56,9.42,broken clouds
413,Fort Myers Beach,US,26.452,-81.9481,75.02,82,75,4.61,broken clouds
414,Seddon,AU,-37.8068,144.8916,83.61,43,0,11.5,clear sky
415,Ust-Nera,RU,64.5667,143.2,17.49,78,91,3.44,overcast clouds
416,Namtsy,RU,62.7161,129.6658,26.08,76,92,4.05,overcast clouds
417,Krasnovishersk,RU,60.4078,57.082,26.4,95,98,6.51,light snow
418,Vardo,NO,70.3705,31.1107,36.07,90,100,23.02,overcast clouds
419,Manakara,MG,-22.1333,48.0167,74.57,89,73,6.15,light rain
420,Ambon,ID,-3.6954,128.1814,85.05,67,99,1.7,overcast clouds
421,Zatoka,UA,46.0725,30.4654,48.38,79,96,14.79,overcast clouds
422,Batsfjord,NO,70.6345,29.7185,35.38,93,75,20.71,broken clouds
423,Laguna,US,38.421,-121.4238,67.44,47,75,12.66,broken clouds
424,Santa Isabel,BR,-23.3156,-46.2214,58.3,96,3,0.4,clear sky
425,Shaoyang,CN,27.2315,111.4525,50.79,83,100,7.4,overcast clouds
426,Pandamatenga,BW,-18.5278,25.627,65.1,77,23,3.87,few clouds
427,Ericeira,PT,38.9627,-9.4156,59.81,89,15,11.34,few clouds
428,Kachug,RU,53.9606,105.8817,43.66,56,100,4.56,overcast clouds
429,Mana,GF,5.6592,-53.7767,77.41,88,99,8.84,overcast clouds
430,Saint-Pierre,RE,-21.3393,55.4781,75.9,78,12,4.61,few clouds
431,Pocone,BR,-16.2567,-56.6228,76.44,70,100,1.34,overcast clouds
432,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,88,20,3.85,few clouds
433,Susanville,US,40.4163,-120.653,42.66,82,85,7.0,overcast clouds
434,Auburn,US,47.3073,-122.2284,53.71,56,40,4.61,scattered clouds
435,Arroio Grande,BR,-32.2375,-53.0869,61.14,60,70,5.23,broken clouds
436,Mogadishu,SO,2.0371,45.3438,81.03,79,96,6.64,overcast clouds
437,Stornoway,GB,58.2093,-6.3865,50.94,94,100,8.05,overcast clouds
438,Havelock,US,34.8791,-76.9013,60.94,65,0,0.0,clear sky
439,Byron Bay,AU,-28.65,153.6167,69.94,75,77,11.03,broken clouds
440,Gat,IL,31.61,34.7642,62.4,60,27,5.66,scattered clouds
441,Sretensk,RU,52.2453,117.7093,41.56,32,100,9.71,overcast clouds
442,Camapua,BR,-19.5314,-54.0439,66.07,80,0,5.97,clear sky
443,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,3.44,clear sky
444,Lapua,FI,62.9693,23.0088,26.35,93,100,0.94,overcast clouds
445,Bartica,GY,6.4,-58.6167,77.32,97,93,2.33,overcast clouds
446,Mao,ES,39.8885,4.2658,50.56,93,0,2.3,clear sky
447,Jiayuguan,CN,39.8167,98.3,41.94,22,99,9.15,overcast clouds
448,Jam Sahib,PK,26.2958,68.6292,73.42,20,0,7.4,clear sky
449,Vuktyl,RU,63.8567,57.3094,23.45,87,100,12.35,overcast clouds
450,Chake Chake,TZ,-5.2459,39.7666,77.95,90,100,6.93,moderate rain
451,Namatanai,PG,-3.6667,152.4333,85.19,68,26,5.17,light rain
452,Felanitx,ES,39.4696,3.1483,56.14,70,11,3.96,few clouds
453,Leningradskiy,RU,69.3833,178.4167,12.67,87,100,9.86,overcast clouds
454,Sinnamary,GF,5.3833,-52.95,77.92,88,100,9.26,overcast clouds
455,Dharchula,IN,29.85,80.5333,71.13,22,0,1.32,clear sky
456,Batticaloa,LK,7.7102,81.6924,80.71,82,62,7.31,broken clouds
457,Praya,CV,14.9215,-23.5087,70.34,68,75,9.22,broken clouds
458,Dalbandin,PK,28.8947,64.4101,78.98,10,2,4.5,clear sky
459,Pombas,CV,17.1503,-25.0201,67.78,75,57,9.89,broken clouds
460,Dali,CN,25.7,100.1833,65.75,54,0,5.12,clear sky
461,Acapulco,MX,16.8634,-99.8901,80.42,69,0,6.91,clear sky
462,Kattivakkam,IN,13.2167,80.3167,86.09,86,91,14.12,overcast clouds
463,Eydhafushi,MV,5.1033,73.0708,84.31,70,96,7.85,overcast clouds
464,Makakilo City,US,21.3469,-158.0858,79.12,57,20,17.27,few clouds
465,Rawson,AR,-43.3002,-65.1023,63.72,56,3,11.34,clear sky
466,Waiuku,NZ,-37.25,174.75,73.85,64,66,4.0,broken clouds
467,Nokaneng,BW,-19.6667,22.2667,68.05,74,46,2.59,scattered clouds
468,Nizhniy Tsasuchey,RU,50.5167,115.1333,45.95,44,99,10.6,overcast clouds
469,Erzurum,TR,40.0,41.5,31.68,92,15,1.7,few clouds
470,Hammonton,US,39.6365,-74.8024,58.82,47,82,12.12,broken clouds
471,Husavik,IS,66.0449,-17.3389,39.99,72,100,14.03,overcast clouds
472,Weligama,LK,5.9667,80.4167,81.7,77,43,1.54,scattered clouds
473,Havre,FR,49.5833,0.3333,51.57,82,15,3.44,few clouds
474,Nyurba,RU,63.2842,118.3319,21.67,83,100,4.61,overcast clouds
475,Udachnyy,RU,66.4167,112.4,19.45,48,99,7.45,overcast clouds
476,Saint-Quentin,FR,49.8333,3.3333,44.69,92,9,7.52,clear sky
477,Lithakia,GR,37.7167,20.8333,47.57,68,100,3.94,overcast clouds
478,Kinsale,IE,51.7075,-8.5306,49.23,93,75,6.91,broken clouds
479,Ambanja,MG,-13.6833,48.45,73.51,89,9,3.56,light rain
480,Palimbang,PH,6.2106,124.1894,84.96,66,64,3.24,broken clouds
481,Kununurra,AU,-15.7667,128.7333,89.58,58,68,5.75,broken clouds
482,Kurchum,KZ,48.5722,83.6542,46.89,29,0,3.04,clear sky
483,Haguenau,FR,48.8156,7.7905,48.97,61,100,3.0,overcast clouds
484,Davila,PH,18.4726,120.5763,89.58,68,87,19.91,overcast clouds
485,Tungor,RU,53.3808,142.9564,33.58,76,100,12.19,overcast clouds
486,Porbandar,IN,21.6422,69.6093,80.31,71,0,7.05,clear sky
487,Calvinia,ZA,-31.4707,19.776,47.62,63,11,16.89,few clouds
488,Palana,RU,59.1167,159.9667,24.89,76,100,12.17,overcast clouds
489,King City,US,36.2127,-121.126,67.44,55,100,7.92,overcast clouds
490,Huarmey,PE,-10.0681,-78.1522,67.41,84,70,12.26,broken clouds
491,Hokitika,NZ,-42.7167,170.9667,60.69,82,100,13.15,overcast clouds
492,Uthal,PK,25.8072,66.6219,80.91,60,3,2.33,clear sky
493,Argos,GR,37.6333,22.7333,57.9,52,100,1.03,overcast clouds
494,Iquique,CL,-20.2208,-70.1431,64.44,74,52,3.47,broken clouds
495,Ribeira Brava,PT,32.65,-17.0667,66.7,62,94,5.23,overcast clouds
496,Jijiga,ET,9.35,42.8,65.26,76,93,3.6,overcast clouds
497,Udaipura,IN,23.0833,78.5,86.13,17,0,7.58,clear sky
498,Sembakung,ID,3.8167,117.25,81.9,87,94,1.23,moderate rain
499,Khandagayty,RU,50.7333,92.05,40.46,29,0,1.48,clear sky
500,Moen,NO,69.1304,18.6123,30.92,69,100,5.75,overcast clouds
501,Sao Filipe,CV,14.8961,-24.4956,70.27,77,8,7.29,clear sky
502,Jiwani,PK,25.05,61.7417,81.14,77,32,7.07,scattered clouds
503,Hirado,JP,33.3597,129.5531,58.39,60,80,23.89,broken clouds
504,Beyneu,KZ,45.3167,55.2,51.39,51,100,4.9,overcast clouds
505,Casablanca,MA,33.5928,-7.6192,64.33,82,2,11.01,clear sky
506,Constantine,DZ,36.365,6.6147,49.41,81,75,3.44,broken clouds
507,Ilulissat,GL,69.2167,-51.1,8.62,61,20,5.75,few clouds
508,Harwich,GB,51.9419,1.2844,48.0,90,0,1.01,clear sky
509,Saint Anthony,US,45.0205,-93.218,30.24,65,100,18.41,overcast clouds
510,Key West,US,24.5557,-81.7826,82.4,80,0,10.36,clear sky
511,Sisimiut,GL,66.9395,-53.6735,11.59,71,23,9.62,few clouds
512,Neijiang,CN,29.5835,105.0622,49.62,90,100,8.48,overcast clouds
513,Kozmodemyansk,RU,56.3367,46.5711,29.16,85,85,3.36,overcast clouds
514,Oistins,BB,13.0667,-59.5333,78.89,78,20,21.85,few clouds
515,Flinders,AU,-34.5833,150.8552,74.17,72,64,5.99,broken clouds
516,Balsta,SE,59.5671,17.5278,29.35,68,80,3.76,broken clouds
517,Morehead,US,37.2711,-87.1764,57.99,69,100,8.05,overcast clouds
518,Paamiut,GL,61.994,-49.6678,22.01,79,20,13.58,few clouds
519,Kambove,CD,-10.8764,26.5969,61.45,98,100,2.71,overcast clouds
520,Chachapoyas,PE,-6.2317,-77.869,55.62,98,100,3.13,overcast clouds
521,Cradock,ZA,-32.1642,25.6192,48.02,78,100,8.14,overcast clouds
522,Nassau,US,40.7507,-73.5829,62.02,53,0,18.41,clear sky
523,Rabo De Peixe,PT,37.8,-25.5833,60.31,82,20,3.44,few clouds
524,Sola,VU,-13.8833,167.55,82.24,67,93,2.35,overcast clouds
525,Caucaia,BR,-3.7361,-38.6531,83.03,75,75,3.44,broken clouds
526,Prince Rupert,CA,54.3161,-130.3201,43.7,50,71,3.96,broken clouds
527,Valenca Do Piaui,BR,-6.4075,-41.7456,72.12,93,52,2.93,broken clouds
528,Halifax,CA,44.6453,-63.5724,44.35,95,100,5.01,overcast clouds
529,Talcahuano,CL,-36.7167,-73.1167,55.08,76,100,2.3,overcast clouds
530,Taranagar,IN,28.6709,75.0351,83.66,12,0,6.15,clear sky
531,Bagdarin,RU,54.4333,113.6,35.78,47,100,6.46,overcast clouds
532,Adre,TD,13.4667,22.2,77.43,10,60,6.58,broken clouds
533,Abu Samrah,SY,35.3029,37.1841,52.66,52,0,3.85,clear sky
534,Bermeo,ES,43.4209,-2.7215,57.24,88,0,5.97,clear sky
535,Inyonga,TZ,-6.7167,32.0667,63.3,91,87,3.06,overcast clouds
536,Benguela,AO,-12.5763,13.4055,76.32,88,100,2.98,overcast clouds
537,Mount Pleasant,US,32.7941,-79.8626,64.99,75,40,9.22,scattered clouds
538,Dese,ET,11.1333,39.6333,55.0,71,94,2.44,overcast clouds
539,Tulagi,SB,-9.0996,160.1476,82.17,70,100,2.73,overcast clouds
540,Shorapani,GE,42.0898,43.0866,42.98,79,4,3.83,clear sky
541,Dauphin,CA,51.1494,-100.0502,19.22,87,100,8.57,overcast clouds
542,Ust-Kuyga,RU,70.0167,135.6,7.47,79,69,4.23,broken clouds
543,Pitanga,BR,-24.7572,-51.7614,49.33,67,0,2.95,clear sky
544,Santarem,BR,-2.4431,-54.7083,77.13,94,75,9.22,thunderstorm
545,Gornopravdinsk,RU,60.05,69.9,42.76,94,100,6.06,overcast clouds
546,Turayf,SA,31.6725,38.6637,58.39,26,93,5.3,overcast clouds
547,Westport,US,41.1415,-73.3579,58.01,58,0,18.41,clear sky
548,Tiznit,MA,29.5833,-9.5,71.65,29,98,4.32,overcast clouds
549,Porto Novo,BJ,6.4965,2.6036,80.33,83,100,4.36,overcast clouds
550,Ardusat,RO,47.65,23.3667,48.52,87,75,5.01,broken clouds
551,Bitung,ID,1.4451,125.1824,88.65,69,96,5.37,overcast clouds
552,Dingle,PH,10.9995,122.6711,84.36,70,14,4.32,few clouds
553,Oum Hadjer,TD,13.2954,19.6966,82.9,40,11,7.54,few clouds
554,Half Moon Bay,US,37.4636,-122.4286,62.8,65,0,14.97,clear sky
555,Chapais,CA,49.7834,-74.8492,31.78,99,100,1.54,snow
556,Alvdal,NO,62.1077,10.6307,28.51,82,85,3.22,overcast clouds
557,Loudi,CN,27.7344,111.9944,50.54,88,100,7.07,overcast clouds
558,Nguru,NG,12.8791,10.4526,84.27,45,98,11.01,overcast clouds
559,Kirkwall,GB,58.9848,-2.9587,46.45,93,100,20.71,overcast clouds
560,Kirkenes,NO,69.7271,30.0458,36.55,75,100,10.36,overcast clouds
561,Dargaville,NZ,-35.9333,173.8833,71.29,61,96,3.27,overcast clouds
562,Karaidel,RU,55.8337,56.9069,37.76,97,100,11.48,overcast clouds
563,Scottsbluff,US,41.8666,-103.6672,39.43,48,75,14.97,broken clouds
564,Kumta,IN,14.4167,74.4,82.81,78,98,3.06,overcast clouds
565,Port Lincoln,AU,-34.7333,135.8667,73.09,60,4,9.24,clear sky
566,Kailua,US,21.4022,-157.7394,80.58,74,98,5.01,overcast clouds
567,Bondo,CD,3.8146,23.6866,68.38,93,99,1.9,overcast clouds
568,Silivri,TR,41.0802,28.226,46.9,66,62,1.77,broken clouds
569,Salina Cruz,MX,16.1667,-95.2,83.21,72,31,7.25,scattered clouds
570,Fairbanks,US,64.8378,-147.7164,35.6,38,0,14.97,clear sky
571,Asfi,MA,32.2994,-9.2372,63.61,72,9,17.98,clear sky
572,Salto,UY,-31.3833,-57.9667,52.88,87,0,5.06,clear sky
573,San Isidro,PE,-12.1167,-77.05,65.79,82,0,16.11,clear sky
574,Haines Junction,CA,60.7522,-137.5108,33.42,58,100,4.14,overcast clouds
575,Basco,PH,20.4487,121.9702,76.62,75,63,21.99,broken clouds
576,Maumere,ID,-8.6199,122.2111,85.71,65,67,1.7,broken clouds
577,Santiago Del Estero,AR,-27.7951,-64.2615,58.91,52,0,7.4,clear sky
578,Mersin,TR,36.862,34.6509,57.13,46,0,6.08,clear sky
579,Berbera,SO,10.4396,45.0143,81.73,81,71,2.82,broken clouds
580,Pinega,RU,64.7001,43.3936,25.93,96,95,4.94,light snow
581,Margate,GB,51.3813,1.3862,49.3,91,0,1.01,clear sky
582,Nemuro,JP,43.3236,145.575,33.94,83,100,16.22,overcast clouds
583,Ukiah,US,39.1502,-123.2078,54.84,86,100,1.01,overcast clouds
584,Hambantota,LK,6.1241,81.1185,82.26,76,56,6.53,broken clouds
585,Trinidad,BO,-14.8333,-64.9,69.75,73,42,3.02,scattered clouds
586,Yerofey Pavlovich,RU,53.9667,121.9667,31.89,34,14,13.56,few clouds
587,Rincon,US,32.296,-81.2354,65.86,72,0,6.91,clear sky
588,Apucarana,BR,-23.5508,-51.4608,60.93,68,0,3.27,clear sky
589,Warrington,GB,53.3925,-2.5802,51.62,90,20,3.44,fog
590,Mendi,PG,-6.1761,143.6513,68.72,65,100,4.9,overcast clouds
591,Aksu,CN,41.1231,80.2644,55.2,14,79,22.26,broken clouds
592,Houma,US,29.5958,-90.7195,75.2,87,100,11.5,overcast clouds
593,Maragogi,BR,-9.0122,-35.2225,79.07,88,65,7.99,broken clouds
594,Mercedes,AR,-34.6515,-59.4307,54.03,83,0,7.4,clear sky
595,Berberati,CF,4.2612,15.7922,68.23,95,100,1.88,overcast clouds
596,Carauari,BR,-4.8828,-66.8958,72.97,99,100,0.36,overcast clouds
597,Pacific Grove,US,36.6177,-121.9166,60.89,76,0,7.0,clear sky
598,Brae,GB,60.3964,-1.353,45.84,89,97,22.5,overcast clouds
599,Ramon,PH,16.7842,121.535,74.64,90,100,0.89,overcast clouds
600,Vao,NC,-22.6667,167.4833,75.87,80,50,6.87,scattered clouds
601,Bac Lieu,VN,9.285,105.7244,84.88,71,78,8.57,broken clouds
602,Hildburghausen,DE,50.4255,10.7318,45.59,84,88,9.15,overcast clouds
603,Elizabeth City,US,36.2946,-76.2511,55.99,62,0,0.0,clear sky
604,Villazon,BO,-22.0866,-65.5942,46.76,30,0,4.59,clear sky
605,Ler,SS,8.3018,30.1418,77.05,73,96,6.78,overcast clouds
606,Buala,SB,-8.145,159.5921,84.38,67,100,6.55,overcast clouds
607,Kashi,CN,39.4547,75.9797,61.2,29,0,4.59,clear sky
608,Altay,CN,47.8667,88.1167,42.69,31,0,3.94,clear sky
609,Biu,NG,10.6129,12.1946,81.3,47,100,10.65,overcast clouds
610,Kireyevsk,RU,53.9336,37.9279,45.32,94,100,12.62,overcast clouds
611,Duldurga,RU,50.6761,113.5931,42.58,57,100,12.77,overcast clouds
612,Sibolga,ID,1.7427,98.7792,82.44,74,100,0.56,overcast clouds
613,Mitsamiouli,KM,-11.3847,43.2844,81.79,79,26,10.63,light rain
614,Tra Vinh,VN,9.9347,106.3453,84.45,71,98,5.44,overcast clouds
615,Gizo,SB,-8.103,156.8419,83.89,72,100,5.03,light rain
616,Eirunepe,BR,-6.6603,-69.8736,73.04,99,68,0.83,broken clouds
617,Flin Flon,CA,54.7682,-101.865,21.92,78,100,6.58,overcast clouds
618,Oxford,GB,51.7522,-1.256,50.77,89,0,5.1,clear sky
619,Almeirim,BR,-1.5233,-52.5817,73.85,97,100,3.31,overcast clouds
620,Vestmannaeyjar,IS,63.4427,-20.2734,47.19,87,26,33.55,scattered clouds
621,Okato,NZ,-39.2,173.8833,66.9,67,66,6.64,broken clouds
622,Berlevag,NO,70.8578,29.0864,35.4,98,100,21.54,overcast clouds
623,Gawler,AU,-34.6,138.7333,84.09,39,0,6.15,clear sky
624,Yichang,CN,30.7144,111.2847,49.1,86,100,3.29,overcast clouds
625,Cap Malheureux,MU,-19.9842,57.6142,74.46,86,62,11.99,moderate rain
626,Santo Domingo,DO,18.5001,-69.9886,78.04,84,20,3.0,few clouds
627,Raymondville,US,26.4815,-97.7831,78.91,88,100,12.91,overcast clouds
628,Matay,EG,28.419,30.7792,63.36,40,3,8.7,clear sky
629,Laurinburg,US,34.7741,-79.4628,64.85,57,0,11.5,clear sky
630,Nome,US,64.5011,-165.4064,34.16,80,100,24.16,overcast clouds
631,Axim,GH,4.8699,-2.2405,78.64,85,95,6.2,light rain
632,Verkhnevilyuysk,RU,63.4453,120.3167,21.72,80,98,6.08,overcast clouds
633,Thaba-Tseka,LS,-29.522,28.6084,45.72,93,100,4.16,moderate rain
634,Treinta Y Tres,UY,-33.2333,-54.3833,52.7,90,2,5.23,clear sky
635,Kelo,TD,9.3086,15.8066,82.54,52,28,5.5,scattered clouds
636,Suntar,RU,62.1444,117.6319,24.62,75,100,5.26,overcast clouds
637,Karachi,PK,24.9056,67.0822,78.62,83,40,5.75,scattered clouds
638,Pangai,TO,-19.8,-174.35,81.66,77,100,14.41,light rain
639,Bilma,NE,18.6853,12.9164,83.7,7,100,9.75,overcast clouds
640,Gazanjyk,TM,39.2446,55.5154,55.35,51,5,6.49,clear sky
641,Lata,PT,40.1629,-8.3327,51.75,90,100,2.21,overcast clouds
642,Yerbogachen,RU,61.2767,108.0108,28.96,73,100,5.12,overcast clouds
643,Turukhansk,RU,65.8167,87.9833,33.53,100,100,4.47,snow
644,Puerto Princesa,PH,9.7392,118.7353,86.04,61,18,2.95,few clouds
645,Bontang,ID,0.1333,117.5,79.95,87,100,8.59,moderate rain
646,Kavaratti,IN,10.5669,72.642,83.44,71,91,2.59,overcast clouds
647,Cururupu,BR,-1.8283,-44.8683,74.61,97,100,2.06,overcast clouds
648,Pershotravneve,UA,51.3929,28.8684,47.41,93,100,8.32,overcast clouds
649,Bexhill,AU,-28.7667,153.35,75.0,87,93,7.0,overcast clouds
650,Broome,US,42.2506,-75.833,59.38,40,100,12.66,overcast clouds
651,Sukumo,JP,32.9333,132.7333,61.77,36,53,8.84,broken clouds
652,Yoichi,JP,43.2039,140.7703,43.88,52,0,5.19,clear sky
653,Trelew,AR,-43.249,-65.3051,65.5,42,3,10.6,clear sky
654,Newcastleton,GB,55.1796,-2.8127,51.04,93,100,1.54,overcast clouds
655,Amuntai,ID,-2.4177,115.2494,81.57,89,74,1.68,light rain
656,Lufilufi,WS,-13.8745,-171.5986,91.18,76,57,11.81,light rain
657,Pontalina,BR,-17.525,-49.4472,65.66,87,0,4.05,clear sky
658,Vigrestad,NO,58.5667,5.7,35.82,80,56,7.76,broken clouds
659,Caluquembe,AO,-13.7833,14.6833,60.51,90,100,1.45,overcast clouds
660,Uusikaupunki,FI,60.8004,21.4084,31.08,94,89,4.36,overcast clouds
661,Mayna,RU,54.1135,47.6231,31.68,82,66,2.71,broken clouds
662,Raipur,IN,21.2333,81.6333,86.14,54,20,6.91,haze
663,Zaterechnyy,RU,44.7931,45.2097,43.52,90,65,5.77,broken clouds
664,Rovaniemi,FI,66.5,25.7167,27.81,74,0,2.3,clear sky
665,Kieta,PG,-6.2167,155.6333,84.09,72,94,3.76,light rain
666,Kurilsk,RU,45.2333,147.8833,33.26,78,100,8.77,overcast clouds
667,Charters Towers,AU,-20.1,146.2667,83.28,27,0,11.65,clear sky
668,Boa Vista,BR,2.8197,-60.6733,76.98,83,75,4.61,light rain
669,Matara,LK,5.9485,80.5353,81.66,77,39,2.24,scattered clouds
670,Svolvaer,NO,68.2342,14.5683,41.49,79,91,19.51,light rain
671,Fevik,NO,58.3794,8.6766,26.37,60,99,4.23,overcast clouds
672,Dzhebariki-Khaya,RU,62.2167,135.8,24.84,81,22,3.47,few clouds
673,Crestview,US,30.7621,-86.5705,71.24,76,0,0.0,clear sky
674,Bras-Panon,RE,-20.9967,55.6782,74.89,97,54,14.5,light rain
675,Palmer,US,42.1584,-72.3287,56.01,35,20,10.0,few clouds
676,Villarrica,PY,-25.75,-56.4333,53.35,91,0,4.29,clear sky
677,Yatou,CN,37.15,122.3833,60.19,28,49,9.15,scattered clouds
678,Bologoye,RU,57.8799,34.1068,33.13,98,100,9.42,light snow
679,Tanabi,BR,-20.6264,-49.6492,60.69,74,0,6.87,clear sky
680,Karratha,AU,-20.7377,116.8463,93.29,33,17,12.93,few clouds
681,Camacha,PT,33.0833,-16.3333,58.42,82,40,3.44,scattered clouds
682,Linqiong,CN,30.4159,103.4609,51.62,88,100,2.8,overcast clouds
683,Paita,PE,-5.0892,-81.1144,68.97,79,48,17.36,scattered clouds
684,Siguiri,GN,11.6667,-9.5,87.1,40,87,5.1,light rain
685,Najran,SA,17.4924,44.1277,72.25,41,3,3.76,clear sky
686,Necochea,AR,-38.5473,-58.7368,54.82,67,3,9.53,clear sky
687,Seoul,KR,37.5683,126.9778,63.79,36,0,9.22,clear sky
688,Kaminoyama,JP,38.1539,140.2736,47.34,94,100,2.42,overcast clouds
689,Bam,IR,29.106,58.357,74.44,30,47,4.72,scattered clouds
690,Clyde River,CA,70.4692,-68.5914,-14.57,76,0,5.75,clear sky
